,title_text,label,label_score
174,bnpt sebut kelompok khilafatul muslimin organisasi teroris khilafatul muslimin organisasi intoleran,true,2
175,bendahara pbnu politikus pdip mardani maming sangka kpk harta,true,2
176,hadir rakernas forki menteri atr bpn had tjahjanto apresiasi karateka nasional lantik pengprov,true,2
177,menteri atr kepala bpn had tjahjanto kunjung kerja pertama resmi lantik presiden joko widodo,true,2
178,tangan konflik agraria menteri atr bpn pasti giat ekonomi masyarakat jalan,true,2
179,spesial presiden joko widodo jokowi juni lahir,true,2
180,lantik urus hmi cabang pulau meranti pesan wabup asmar,true,2
181,lutfi bongkar libat minyak goreng,true,2
182,cetak sdm tani unggul suluh,true,2
183,islamofobia inggris tangan wajib,true,2
184,djarot saiful hidayat kritik program entas miskin anies dki djarot aku program konkret bantu rakyat miskin,true,2
185,ganti internet explorer lebih kurang microsoft edge,true,2
186,bintang internasional senegal tinggal anfield enam sama pindah kampiun bundesliga,true,2
187,ketua pdi juang megawati soekarnoputri ingat keras kader partai manuver politik calon presiden milu 2024,true,2
188,menteri dagang zulkifli hasan target harga minyak goreng curah turun rata daerah 000 liter,true,2
189,mantan malaysia mahathir mohamad malaysia klaim singapura pulau riau kemenlu informasi kait kbri kuala lumpur,true,2
190,kapolres aceh barat ajak wartawan bantu polri jaga kamtibmas,true,2
191,megawati nilai amendemen uud 1945 kali tuju wenang mpr road map,true,2
192,ditjen imigrasi deportasi wna kait tipu bansos jepang,true,2
193,protes anies baswedan anggap hambur hambur apbd penting warga miskin kota,true,2
194,taman tjimanoek aku nasional ekoriparian menteri lhk,true,2
195,megawati tentu calon presiden 2024 pdip megawati kader manuver jelang 2024,true,2
196,putus anwar usman mundur kursi ketua,true,2
197,daftar tim lolos empat final piala presiden 2022,true,2
198,perintah terap ketat atur covid masyarakat wajib terima vaksin dosis tiga daftar giat wajib booster,true,2
199,bupati gowa harap fkub cipta situasi aman tentram,true,2
200,viral media sosial kisah tumpang alami leceh seksual kereta api kota,true,2
201,corona indonesia ngegas lampau ribu enam idi tes pcr syarat jalan,true,2
202,motivasi kontingen popda tingkat provinsi sulsel gubernur andi sudirman hadiah spesial,true,2
203,latih persib bandung harap laga empat final hadir bobotoh,true,2
204,wagub dki ahmad riza patria aku tambah wajib commitment fee formula miliar,true,2
205,cerita taufik hidayat tolak suap malaysia asi games,true,2
206,fosil hewan purba temu lokasi eksavasi fosil kura kura buaya kabupaten subang fosil hewan purba temu jenis sapi sapi,true,2
207,pemprov dki jakarta gratis tarif angkut transjakarta mrt lrt jakarta besok,true,2
208,gempa magnitudo guncang sabang aceh,true,2
209,anwar usman nilai mundur ketua,true,2
210,forum dokter susah praktik tuding idi sulit izin dokter lulus negeri kultur feodalisme picu eksploitasi calon spesialis soal,true,2
211,presiden kurban sapi bengkulu berat ton,true,2
212,viral medsos toilet spbu pasar kemis mewah hotel masyarakat betah ngadem,true,2
213,rejang lebong tunggu selesai tapal batas kepahiang,true,2
214,potensi tular pmk rusa milik karakteristik beda sapi,true,2
215,orang sadar risiko alami stroke sakit golong silent disease serang,true,2
216,cerita wisatawan gunung bromo palak oknum ojek kuda viral media sosial lantar wisatawan rekam oknum ojek kuda,true,2
217,indonesia tuan rumah temu tingkat bahas disabilitas,true,2
218,juni 2022 fsp parekraf kspsi gelar munas bal gaung tema indonesia sehat pariwisata bangkit,true,2
219,menteri atr bpn had tjahjanto janji berantas mafia tanah netizen senang menteri langsung kerja,true,2
220,megawati paspampres badan tegap jokowi,true,2
221,puluh juta kendara bayar pajak data hapus bodong,true,2
222,kantor layan pajak kpp pratama jakarta mampang prapatan buka sosialisasi gedung transmedia juni 2022,true,2
223,server ppdb sulsel jalur boarding school panjang juni,true,2
224,polisi tangkap edar ukui pelalawan sabu pasok pekanbaru,true,2
225,kerja rangka usung capres cawapres,true,2
226,ditjen imigrasi deportasi mitsuhiro taniguchi kait tipu bansos jepang,true,2
227,puan maharani puji megawati acara rakernas pdip puan nilai puji sinyal dukung maju 2024,true,2
228,detikcom adil negeri surabaya izin nikah beda agama pasang islam kristen alas,true,2
229,tolak keras ppp buruh gugat kamis,true,2
230,viral gadis kena stroke keluh dengung telinga sebab earphone jelas dokter saraf,true,2
231,proyek jembatan gatsu timur target rampung desember,true,2
232,wabup hadir acara monitoring pbi jawa timur,true,2
233,presiden joko widodo anggar tahan pangan capai rp92 triliun 2022 hasil konkret jokowi ultimatum hasil belikan beras,true,2
234,litbang kompas rilis survei tingkat puas publik perintah presiden jokowi wapres ruf amin hasil turun,true,2
235,pakar sebut susah lurus jari alias kontraktur dupuytren tanda tanda gejala kolesterol dokter beber fakta fakta,true,2
236,drama sandera uang dprd riau henti hardianto emosi pakai hati regulasi,true,2
237,eks mendag lutfi penuh panggil jagung periksa kait ekspor bahan baku minyak goreng,true,2
238,pemprov dki gratis tarif angkut transjakarta mrt lrt besok tarif khusus laku hut dki jakarta 495 juni,true,2
239,anggota dprd dki fraksi gerindra nilai dinas parekraf colong bungkus night polisi sebut bungkus night prostitusi,true,2
240,perintah desa tuntut inovasi,true,2
241,indonesia juang penting nelayan sidang wto subsidi ikan ilegal hapus,true,2
242,grace natalie partai dukung gubernur dki jakarta anies baswedan maju capres milu 2024,true,2
243,menteri tani syahrul yasin limpo heran harga cabai bawang merah lonjak pasal stok cabai tani golong aman,true,2
244,sby pamer lukis karya acara kenang almarhumah ani yudhoyono,true,2
245,warga temu tas plastik isi bayi tinggal bangku warung kopi warkop kawasan desa nambuhan camat purwodadi grobogan sore,true,2
246,pilih juli calon rektor unri tempur,true,2
247,menteri tani syahrul yasin limpo heran harga cabai bawang merah lonjak pasal stok cabai tani golong aman,true,2
248,sangka sopir bus maut tahan,true,2
249,grace natalie partai dukung gubernur dki jakarta anies baswedan maju capres milu 2024,true,2
250,perintah arab saudi sita main pakai benda warna pelangi upaya tolak ada lgbt,true,2
251,lantik urus hmi cabang pulau meranti pesan wabup asmar,true,2
252,raya idul adha bulan umat muslim anjur beli sapi kambing domba hewan kurban,true,2
253,mobil chevrolet ambulans angkut jenazah tabrak medan akibat jenazah bawa ambulans pental pintu,true,2
254,tum ahy kenang sosok sang ibunda rindu ani yudhoyono 000 almarhumah pulang keluarga tata hati rasa duka dalam,true,2
255,indonesia hadap 855 jadi bencana alam januari,true,2
256,menag puji wali kota semarang dukung revitalisasi kua,true,2
257,dirjen who thedros adanom ghebreyesus yogyakarta datang thedros hadir temu menkes g20 senin,true,2
258,komplit akun whatsapp intai orang gejala tips aman,true,2
259,forum selamat hutan jawa tolak lahan hutan jawa objek reforma agraria,true,2
260,jalan licin truk pakan lele guling tanjak sumbersari,true,2
261,tenda tenda arafah alas karpet,true,2
262,manfaat manfaat jalan kaki sehat,true,2
263,kawan tandem muhaimin iskandar pilpres 2024 sinyal pkb,true,2
264,kades torjunan sampang tinggal misterius pilih baca minggu 2022,true,2
265,bangun tol kawasan puncak timbul lingkung,true,2
266,tinjau progres baik jembatan gantung kemuning bupati wardan,true,2
267,bonus persen gaji hitung,true,2
268,147 ribu jamaah haji madinah,true,2
269,islam solusi tawar agam problem dunia modern sekularisasi,true,2
270,munas harap pdip tetap ganjar puan presiden wakil presiden 2024,true,2
271,ketua pdi juang megawati soekarnoputri ketua dpr puan maharani saran wali kota solo gibran rakabuming maju pilgub,true,2
272,didik politik penuh hak politik disabilitas,true,2
273,israel warga jaga,true,2
274,vinicius junior tolak main inggris pilih real madrid,true,2
275,pks bahas peluang koalisi capres 2024,true,2
276,aju tawar frenkie jong,true,2
277,000 hektare lahap api zamora spanyol,true,2
278,masyarakat kurban imbau tingkat waspada jeli beli hewan kurban,true,2
279,gibran rakabuming raka ungkap fakta temu prabowo salah satu saran prabowo gibran maju pilgub dki jateng,true,2
280,ombudsman rencana umum hasil investigasi migor juli,true,2
281,sirkuit formula ancol pinjam gelar balap jalan,true,2
282,anies masuk calon presiden partai nasdem anies aku jalan tugas wenang gubernur dki oktober,true,2
283,cerita suriname negara amerika selatan warga fasih bahasa jawa,true,2
284,viral driver ojol bekas pesan makan pakai sepeda,clickbait,0
285,motor nyangkut bambu sleman,clickbait,0
286,pesan gamblang poyuono tolak revisi kpk,clickbait,0
287,detik detik kendara alami celaka untun cipularang,clickbait,0
288,kocak maling rumah mewah jakut rekam cctv bingung cari jalan kabur,clickbait,0
289,luas jabar tantang sintang siap generasi emas,clickbait,0
290,viral video duga baku tembak sleman polisi,clickbait,0
291,waspada tipu catut pertamina korban rugi puluh juta,clickbait,0
292,jaksa kan senpi peluru tajam beli kivlan zen rinciannya,clickbait,0
293,quality time keluarga manfaat,clickbait,0
294,menteri jokowi profesional kandidat,clickbait,0
295,pilih capim kpk cacat yuridis saran samad dpr,clickbait,0
296,pria misterius jubah putih viral sumut ingat tuhan murka,clickbait,0
297,video porno sumedang sebar per pria motif,clickbait,0
298,ungkap video porno sumedang peran pasang selingkuh,clickbait,0
299,detik detik cekam ampo rumah makan gratis duafa bogor,clickbait,0
300,kendara listrik bebas atur ganjil genap alas,clickbait,0
301,bijak gila jokowi,clickbait,0
302,pemkot pekanbaru libur smp kabut asap,clickbait,0
303,ribu hektare lahan bakar udara palembang sehat,clickbait,0
304,viral bocah bekas tewas akibat bully ketua,clickbait,0
305,anggota dprd banten ramai ramai gadai kemendagri,clickbait,0
306,yuk bantu jokowi cari menteri ikut polling detikcom,clickbait,0
307,anggota dprd banten gadai komisi dpr tutup utang kampanye,clickbait,0
308,adu tetap sangka veronica koman komnas ham,clickbait,0
309,viral video korban celaka maut nganjuk bikin video tabrak,clickbait,0
310,poin aspirasi tokoh papua temu jokowi istana,clickbait,0
311,viral rampok celurit satron rumah makan gratis duafa bogor,clickbait,0
312,perhati nama nama kandidat menteri jokowi,clickbait,0
313,kerja butuh tambang australia otomatisasi marak,clickbait,0
314,acara kivlan zen jalan sidang tunggu tunggu,clickbait,0
315,pasang status single hidup novy chardon,clickbait,0
316,sidang gugat ikan koi mati saksi pln bicara,clickbait,0
317,opsi pdam surabaya ribu langgan nikmat air,clickbait,0
318,fenomena anggota dprd gadai bank gejala,clickbait,0
319,kabar denda juta beli zona merah pkl bandung,clickbait,0
320,tuduh hamil perempuan muda kades booking,clickbait,0
321,geram keluarga hoax habibie tinggal dunia,clickbait,0
322,tum fpi bingung panggil makar april polisi,clickbait,0
323,harap sri mulyani komarudin hidayat rektor 2019 2024,clickbait,0
324,video detik detik mahasiswa rusak pagar dpr,clickbait,0
325,celaka maut lampung tewas orang,clickbait,0
326,sebab sulit padam bakar gunung sumbing,clickbait,0
327,menlu indonesia timor leste australia temu pbb bahas,clickbait,0
328,lokasi duga mahasiswa halu oleo kendari tembak,clickbait,0
329,purnomo teguh daftar cawalkot solo peluang gibran tutup,clickbait,0
330,rapat gabung pimpin mpr sepakat ubah tata tertib rinciannya,clickbait,0
331,panas mahasiswa demo pro kpk lempar botol dpr,clickbait,0
332,lsm safenet ruu kks bikin bssn lembaga superbody,clickbait,0
333,ylbhi mahasiswa kontak demo dpr polri,clickbait,0
334,video demo mahasiswa bandung panas,clickbait,0
335,aku gila laku perkosa bondowoso,clickbait,0
336,viral pasang abg depok buat mesum kontra gerebek polisi,clickbait,0
337,alas hakim vonis umur hidup prada deri mutilasi kasih,clickbait,0
338,prabowo singgung angka stunting indonesia what wrong,clickbait,0
339,enas orang keluarga tewas serang arab saudi yaman,clickbait,0
340,tukang gigi demo ruu kuhp pasal batal,clickbait,0
341,demo mahasiswa tunggang,clickbait,0
342,edar video polisi riak tni mes pati tni jelas polri,clickbait,0
343,viral api muncul tanah ponorogo,clickbait,0
344,bikin adem polwan surabaya lantun asmaul husna sambut demo,clickbait,0
345,tuntut mahasiswa demo dpr,clickbait,0
346,alas bogor bandung kota favorit lomba sepeda,clickbait,0
347,pasu asmaul husna polwan dingin tensi demo surabaya,clickbait,0
348,politikus jurnalis cocok mensos,clickbait,0
349,belah batu bensin ambulans pemprov dki aman polisi,clickbait,0
350,pospol tomang bakar,clickbait,0
351,hore gunung sampah pinggir kali ciliwung cilebut bersih minggu,clickbait,0
352,legal konsumsi wilayah rumah tanam pohon ganja,clickbait,0
353,ajar demo ricuh malam mendikbud,clickbait,0
354,pasal unggas jalan jalan ruu kuhp konkret yuk baca,clickbait,0
355,ngaku perkosa lapor mahasiswi palsu,clickbait,0
356,viral ajar tewas demo dpr jadi,clickbait,0
357,gempa ambon kamis pagi fakta,clickbait,0
358,siswa demo turun jalan disdik jateng,clickbait,0
359,tok dpr sahkan ruu bela negara,clickbait,0
360,seru mantan suami istri tarung pilkades serentak sragen,clickbait,0
361,bahaya konsep domein verklaring ruu tanah,clickbait,0
362,gotong keranda mayat save kpk massa gejayan panggil innalillahi,clickbait,0
363,inovasi tim dentsu menang young spikes indonesia,clickbait,0
364,duarr bahan ledak duga teroris jakut didisposal warga tepuk tangan,clickbait,0
365,pasal pasal kontroversial ruu tanah,clickbait,0
366,ungkit aksi 1998 tuntut massa gejayanmemanggil,clickbait,0
367,staf presiden kunjung banyuwangi lho tuju,clickbait,0
368,demo dpr siang cek rekayasa lintas,clickbait,0
369,ngeri aligator temu hidup kolam sekolah,clickbait,0
370,miris gunung sampah meter tepi sungai ciliwung cilebut bogor,clickbait,0
371,jokowi kumpul menko polhukam menkum ham bahas situasi aman,clickbait,0
372,indonesia lirik sidang majelis pbb alas,clickbait,0
373,enas beruang liar pria tembak mati putra,clickbait,0
374,rkuhp denda gelandang maksimal juta cerita emis tajir,clickbait,0
375,heboh layar digital lampu merah garut tampil kotor,clickbait,0
376,doa malas senin biar semangat pekan,clickbait,0
377,mulan jameela tetap anggota dpr jelas gerindra,clickbait,0
378,ruu kuhp yuk baca putus zina lgbt,clickbait,0
379,program manis manja kaum wanita malang urus sim,clickbait,0
380,tunggu jokowi theseus,clickbait,0
381,pengantin duga teroris jakut tinggal surat wasiat,clickbait,0
382,alas golkar rotasi anggota komisi jelang fit proper bpk,clickbait,0
383,masyarakat simeulue antisipasi tsunami,clickbait,0
384,rekayasa lalin lokasi aksi gejayan panggil,clickbait,0
385,rusuh wamena rangkai fakta fakta,clickbait,0
386,gelombang demo tolak lemah kpk indonesia titik titik,clickbait,0
387,china long march massa aksi lintas toko magelang,clickbait,0
388,ruu pks beda nasib ruu kpk fakta fakta,clickbait,0
389,heboh timbang beras bpnt kurang pemkab sumedang,clickbait,0
390,viral cuit sekolah pinter biar gajadi polisi ridwan kamil hoax,clickbait,0
391,demo jokowi panggil jabat jabat istana,clickbait,0
392,dpr sahkan ruu aman siber september,clickbait,0
393,diskon trans semarang halte bayar aja,clickbait,0
394,wanita tubuh isi bukti bikin pria bahagia,clickbait,0
395,kronologi lengkap pemuda bandung tusuk gadis puja cinta tolak,clickbait,0
396,sarap bikin ngantuk mitos fakta,clickbait,0
397,pikap tabrak rumah kebon jeruk huni luka,clickbait,0
